"Region","Service","pubDate","TimeZone","TimeZoneOffset","PubDateConverted","StartTimeConverted","EndTimeConverted","IncidentMinutes","description"
"sa-east-1","elb","Wed, 18 Dec 2013 06:31:07 PST","PST","-8","18/12/2013 14:31:07",,,,"We have restored connectivity for the majority of load balancers in the affected Availability Zone in the SA-EAST-1 Region.  We  continue to investigate increased provisioning times for newly created load balancers within the Region."
"sa-east-1","rds","Wed, 18 Dec 2013 06:52:00 PST","PST","-8","18/12/2013 14:52:00",,,,"We continue to work to restore connectivity to RDS database instances that are impacted in a single availability zone in the SA-EAST-1 region."
"sa-east-1","rds","Wed, 18 Dec 2013 08:14:00 PST","PST","-8","18/12/2013 16:14:00",,,,"We continue to work to restore connectivity to RDS database instances that are impacted in a single availability zone in the SA-EAST-1 region."
"sa-east-1","elb","Wed, 18 Dec 2013 09:11:20 PST","PST","-8","18/12/2013 17:11:20",,,,"Between 12/17 10:32PM PST and 12/18 8:35AM PST we experienced connectivity issues affecting load balancers in a single Availability Zone in the SA-EAST-1 Region. At this time, connectivity has been restored to the impacted load balancers. During this time, we also saw periods of increased provisioning times for new load balancers.  These issues have been resolved and the service is operating normally.
"
"sa-east-1","rds","Wed, 18 Dec 2013 09:54:00 PST","PST","-8","18/12/2013 17:54:00",,,,"We are continuing to work on restoring connectivity to impacted  RDS Single-AZ DB Instances in the affected availability zone in the SA-EAST-1 region as quickly as possible. RDS APIs and Multi-AZ DB Instances are operating correctly. If you had automated backups turned on for affected DB Instance(s) prior to the event,  you can restore your DB Instance(s) by completing a Point-In-Time-Restore (<a href=""http://docs.amazonwebservices.com/AmazonRDS/latest/UserGuide/USER_PIT.html"">see details</a>). Please ensure you initiate any Point-In-Time-Restores restores before you delete the original DB Instances.  Once you delete a DB Instance, you will not be able to perform a Point-In-Time-Restore.
 
If you turned off automated backups and have any user-initiated DB Snapshots available from before the event, you can use them to initiate a restore from DB Snapshot as well (<a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_RestoreFromSnapshot.html"">see details</a>)."
"sa-east-1","rds","Wed, 18 Dec 2013 11:33:00 PST","PST","-8","18/12/2013 19:33:00",,,,"We are continuing to make progress on restoring connectivity to impacted  RDS Single-AZ DB Instances in the affected availability zone in the SA-EAST-1 region. RDS APIs are operating normally but some customers may experience small delays. RDS Multi-AZ DB Instances are operating correctly. Affected Single-AZ customers can initiate recovery using the following instructions. If you had automated backups turned on for affected DB Instance(s) prior to the event,  you can restore your DB Instance(s) by completing a Point-In-Time-Restore (<a href=""http://docs.amazonwebservices.com/AmazonRDS/latest/UserGuide/USER_PIT.html"">see details</a>). Please ensure you initiate any Point-In-Time-Restores before you delete the original DB Instance(s).  Once you delete a DB Instance(s), you will not be able to perform a Point-In-Time-Restore. If you turned off automated backups and have any user-initiated DB Snapshots available from before the event, you can use them to initiate a restore from DB Snapshot as well (<a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_RestoreFromSnapshot.html"">see details</a>)."
"sa-east-1","rds","Wed, 18 Dec 2013 12:48:00 PST","PST","-8","18/12/2013 20:48:00",,,,"We are continuing to make progress on restoring connectivity to impacted  RDS Single-AZ DB Instances in the affected availability zone in the SA-EAST-1 region. RDS APIs are operating normally but some customers may experience small delays. RDS Multi-AZ DB Instances are operating correctly. Affected Single-AZ customers can initiate recovery using the following instructions. If you had automated backups turned on for affected DB Instance(s) prior to the event,  you can restore your DB Instance(s) by completing a Point-In-Time-Restore (<a href=""http://docs.amazonwebservices.com/AmazonRDS/latest/UserGuide/USER_PIT.html"">see details</a>). Please ensure you initiate any Point-In-Time-Restores before you delete the original DB Instance(s).  Once you delete a DB Instance(s), you will not be able to perform a Point-In-Time-Restore. If you turned off automated backups and have any user-initiated DB Snapshots available from before the event, you can use them to initiate a restore from DB Snapshot as well (<a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_RestoreFromSnapshot.html"">see details</a>)."
"sa-east-1","rds","Wed, 18 Dec 2013 13:56:00 PST","PST","-8","18/12/2013 21:56:00",,,,"We are still working on restoring connectivity to a number of impacted  RDS Single-AZ DB Instances in the affected availability zone in the SA-EAST-1 region. RDS APIs and RDS Multi-AZ DB Instances are operating normally. Affected Single-AZ customers can initiate recovery using the following instructions. If you had automated backups turned on for affected DB Instance(s) prior to the event,  you can restore your DB Instance(s) by completing a Point-In-Time-Restore (<a href=""http://docs.amazonwebservices.com/AmazonRDS/latest/UserGuide/USER_PIT.html"">see details</a>). Please ensure you initiate any Point-In-Time-Restores before you delete the original DB Instance(s).  Once you delete a DB Instance(s), you will not be able to perform a Point-In-Time-Restore. If you turned off automated backups and have any user-initiated DB Snapshots available from before the event, you can use them to initiate a restore from DB Snapshot as well (<a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_RestoreFromSnapshot.html"">see details</a>)."
"sa-east-1","rds","Wed, 18 Dec 2013 15:51:00 PST","PST","-8","18/12/2013 23:51:00",,,,"We are continuing to make progress on restoring connectivity to impacted RDS Single-AZ DB Instances in the affected availability zone in the SA-EAST-1 region. RDS APIs and RDS Multi-AZ DB Instances are operating correctly but a number of RDS Single AZ DB Instances experienced storage failures. These DB Instances will need to be restored using Point-In-Time-Restore or from DB Snapshots to a different Availability Zone from the one in which they are currently running. We are providing affected RDS Single AZ customers with instructions (also listed below) on how to restore their DB Instances.

If you had automated backups turned on for affected Single AZ DB Instance(s) prior to the event,  you can restore your DB Instance(s) by completing a Point-In-Time-Restore to a different Availability Zone <a href=""http://docs.amazonwebservices.com/AmazonRDS/latest/UserGuide/USER_PIT.html"">(see details)</a>. Please ensure you initiate any Point-In-Time-Restores before you delete the original DB Instance(s).  Once you delete a DB Instance(s), you will not be able to perform a Point-In-Time-Restore. If you turned off automated backups and have any user-initiated DB Snapshots available from before the event, you can use them to initiate a restore from DB Snapshot to a different Availability Zone from your current one as well <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_RestoreFromSnapshot.html"">(see details)</a>."
"sa-east-1","rds","Wed, 18 Dec 2013 16:41:00 PST","PST","-8","19/12/2013 00:41:00",,,,"Between 12/17 10:35 pm and 12/18 4.36 pm PST, we experienced connectivity issues that affected RDS DB Instances in a single Availability Zone (AZ) in the SA-EAST-1 region. RDS Multi-AZ DB Instances are operating normally but a number of RDS Single AZ DB Instances experienced storage failures. These Single AZ DB Instances will need to be restored using Point-In-Time-Restore or from DB Snapshots. We are providing affected RDS Single AZ customers with instructions (also listed below) on how to restore their DB Instances. At this time, the connectivity issues have been resolved and the service is operating normally.

If you had automated backups turned on for affected Single AZ DB Instance(s) prior to the event, you can restore your DB Instance(s) by completing a Point-In-Time-Restore <a href=""http://docs.amazonwebservices.com/AmazonRDS/latest/UserGuide/USER_PIT.html"">(see details)</a>. Please ensure you initiate any Point-In-Time-Restores before you delete the original DB Instance(s).  Once you delete a DB Instance(s), you will not be able to perform a Point-In-Time-Restore. If you turned off automated backups and have any user-initiated DB Snapshots available from before the event, you can use them to initiate a restore from DB Snapshot as well <a href=""http://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_RestoreFromSnapshot.html"">(see details)</a>.
"
"us-east-1","cloudformation","Thu, 19 Dec 2013 13:50:00 PST","PST","-8","19/12/2013 21:50:00",,,,"We are investigating increased error rates and latencies for the AWS CloudFormation APIs in the US-EAST-1 Region."
"us-east-1","cloudformation","Thu, 19 Dec 2013 14:00:00 PST","PST","-8","19/12/2013 22:00:00","19/12/2013 21:06:00","19/12/2013 21:46:00","40","Between 1:06 PM and 1:46 PM PST, we experienced increased error rates and latencies for the AWS CloudFormation APIs in the US-EAST-1 Region. The issue has been resolved and the service is operating normally."
,"cloudfront","Mon, 23 Dec 2013 02:44:26 PST","PST","-8","23/12/2013 10:44:26",,,,"We are investigating DNS failures for customers requesting cloudfront.net domain names from some end-user networks within Asia."
,"cloudfront","Mon, 23 Dec 2013 03:28:07 PST","PST","-8","23/12/2013 11:28:07",,,,"DNS errors have recovered and the service is operating normally."
"ap-northeast-1","elb","Mon, 23 Dec 2013 23:30:03 PST","PST","-8","24/12/2013 07:30:03",,,,"We are investigating increased provisioning and scaling latencies for some load balancers in the AP-NORTHEAST-1 Region."
"ap-northeast-1","elb","Tue, 24 Dec 2013 00:07:32 PST","PST","-8","24/12/2013 08:07:32",,,,"Between 10:08PM and 11:38PM PST  on 12/23,  we experienced increased provisioning and scaling latencies for some load balancers in the AP-NORTHEAST-1 Region.  This resulted in some load balancers reporting back-end instances as Out of Service but connectivity was not impacted by this event.  The issue has been resolved and the service is operating normally."
"us-east-1","rds","Thu,  2 Jan 2014 05:12:51 PST","PST","-8","02/01/2014 13:12:51",,,,"We are currently investigating delays fulfilling create and restore database instance requests in a single Availability Zone in the US-EAST-1 Region."
"us-east-1","elasticache","Thu,  2 Jan 2014 05:32:55 PST","PST","-8","02/01/2014 13:32:55",,,,"We are currently investigating delays fulfilling create and delete cache cluster requests in a single Availability Zone in the US-EAST-1 region."
"us-east-1","elasticache","Thu,  2 Jan 2014 06:26:55 PST","PST","-8","02/01/2014 14:26:55","02/01/2014 10:29:00","02/01/2014 13:53:00","204","Between 2:29 AM and 5:53 AM PST we experienced increased delays in fulfilling create and delete cache cluster requests in a single Availability Zone in the US-EAST-1 region. The issue has been resolved and the service is operating normally."
"us-east-1","rds","Thu,  2 Jan 2014 06:30:41 PST","PST","-8","02/01/2014 14:30:41","02/01/2014 10:29:00","02/01/2014 13:53:00","204","Between 2:29 AM and 5:53 AM PST we experienced increased delays in fulfilling create and restore database instance requests in a single Availability Zone in the US-EAST-1 Region. The issue has been resolved and the service is operating normally."
,"cloudfront","Fri,  3 Jan 2014 07:29:56 PST","PST","-8","03/01/2014 15:29:56","03/01/2014 14:28:00","03/01/2014 15:01:00","33","From 6:28 AM until 7:01 AM PST, customers experienced increased error rates for content served out of CloudFronts Japan edge locations. Error rates have recovered and the service is operating normally."
"us-east-1","elb","Mon,  6 Jan 2014 12:34:41 PST","PST","-8","06/01/2014 20:34:41",,,,"We are investigating increased API error rates and increased provisioning and scaling latencies for load balancers in the US-EAST-1 Region."
"us-east-1","elb","Mon,  6 Jan 2014 13:11:03 PST","PST","-8","06/01/2014 21:11:03",,,,"We have identified the root cause of the increased API error rates and increased provisioning and scaling latencies for load balancers in the US-EAST-1 Region and are working to resolve the issue. Some load balancers may also be seeing increased back-end instance registration times or reporting back-end instances as Out of Service as a result of this event."
"us-east-1","elb","Mon,  6 Jan 2014 13:41:29 PST","PST","-8","06/01/2014 21:41:29",,,,"Between 11:50AM and 1:26PM PST, we experienced increased provisioning and scaling latencies for some load balancers in the US-EAST-1 Region. This resulted in some load balancers reporting back-end instances as Out of Service but connectivity was not impacted by this event. The issue has been resolved and the service is operating normally."
"us-west-2","vpc","Thu,  9 Jan 2014 14:36:41 PST","PST","-8","09/01/2014 22:36:41","09/01/2014 21:40:00","09/01/2014 22:11:00","31","Between 1:40 PM and 2:11 PM PDT we experienced network traffic loss on a single VPN tunnel for VPN connections in the US-WEST-2 Region. During the period of network traffic loss, the alternate tunnel remained operational. The service is now operating normally."
"eu-west-1","cloudwatch","Mon, 20 Jan 2014 12:58:00 PST","PST","-8","20/01/2014 20:58:00",,,,"We are investigating increased delays for CloudWatch metrics in the EU-WEST-1 Region. CloudWatch alarms may transition into ""INSUFFICIENT_DATA"" state if set on delayed metrics."
"eu-west-1","cloudwatch","Mon, 20 Jan 2014 13:34:00 PST","PST","-8","20/01/2014 21:34:00",,,,"We can confirm that we are experiencing delays in some CloudWatch metrics in the EU-WEST-1 Region. We are actively working to resolve the issue."
"eu-west-1","cloudwatch","Mon, 20 Jan 2014 14:13:35 PST","PST","-8","20/01/2014 22:13:35",,,,"We continue to see delays in some CloudWatch metrics in the EU-WEST-1 Region. We are still actively working to resolve the issue."
"eu-west-1","cloudwatch","Mon, 20 Jan 2014 14:49:53 PST","PST","-8","20/01/2014 22:49:53",,,,"We have identified the root cause of delays in some CloudWatch metrics in the EU-WEST-1 Region and are currently working to resolve the issue."
"eu-west-1","cloudwatch","Mon, 20 Jan 2014 15:17:08 PST","PST","-8","20/01/2014 23:17:08","20/01/2014 20:35:00","20/01/2014 22:50:00","135","Between 12:35 PM PST and 2:50 PM PST in the EU-WEST-1 Region, customers experienced increased delays in some metrics. During that time, alarms on delayed metrics may have transitioned into an INSUFFICIENT_DATA state. We have resolved the issue. Delayed metrics are in the process of backfilling in CloudWatch console graphs and for API retrieval. The CloudWatch service is operating normally."
"us-west-1","ec2","Wed, 22 Jan 2014 12:10:59 PST","PST","-8","22/01/2014 20:10:59",,,,"We are investigating increased API error rates in the US-WEST-1 Region."
"us-west-1","ec2","Wed, 22 Jan 2014 12:23:36 PST","PST","-8","22/01/2014 20:23:36",,,,"Between 11:31AM and 12:07PM PST we experienced increased error rates for EBS related APIs in the US-WEST-1 Region.  Existing EBS volumes and EC2 instances were not affected.  The issue has been resolved and the service is operating normally."
"us-east-1","kinesis","Mon, 27 Jan 2014 14:35:38 PST","PST","-8","27/01/2014 22:35:38",,,,"We are investigating increased API error rates in the US-EAST-1 Region."
"us-east-1","kinesis","Mon, 27 Jan 2014 15:12:39 PST","PST","-8","27/01/2014 23:12:39",,,,"We are still investigating increased API error rates for GetRecords and PutRecord API calls in the US-EAST-1 Region.
"
"us-east-1","kinesis","Mon, 27 Jan 2014 15:59:30 PST","PST","-8","27/01/2014 23:59:30",,,,"We have identified the root cause of the issue impacting PutRecord and GetRecords API calls in the US-EAST-1 Region and are taking action."
"us-east-1","kinesis","Mon, 27 Jan 2014 16:15:03 PST","PST","-8","28/01/2014 00:15:03",,,,"Between 1:28pm and 4:01pm PST some Amazon Kinesis customers experienced errors when calling PutRecord and GetRecords APIs in the US-EAST-1 Region. The service has now fully recovered and is operating normally."
"us-east-1","rds","Tue, 28 Jan 2014 01:01:39 PST","PST","-8","28/01/2014 09:01:39",,,,"Between 8:19PM 1/27 and 12:43AM 1/28 PST, RDS experienced elevated delays in database instance management operations in the US-EAST-1 region. The issue has been resolved and the service is operating normally."
,"s3-us-standard","Thu,  6 Feb 2014 16:45:46 PST","PST","-8","07/02/2014 00:45:46",,,,"We are investigating elevated error rates for new bucket creation. Existing S3 buckets are operating normally."
,"s3-us-standard","Thu,  6 Feb 2014 17:28:57 PST","PST","-8","07/02/2014 01:28:57",,,,"We can confirm that we have an elevated error rate for new bucket creation as well as operations that modify existing buckets. We are working on restoring normal operations for S3 buckets."
,"s3-us-standard","Thu,  6 Feb 2014 18:20:46 PST","PST","-8","07/02/2014 02:20:46",,,,"We are working to recover normal operations for creating and editing S3 buckets. Customers may see 409 conflict errors when performing bucket creation and modification operations in other regions also as S3 synchronizes bucket configuration with the US-Standard region."
,"s3-us-standard","Thu,  6 Feb 2014 18:59:25 PST","PST","-8","07/02/2014 02:59:25",,,,"We continue to restore operations for bucket creation and modification. 409 error rates are dropping."
,"s3-us-standard","Thu,  6 Feb 2014 19:51:20 PST","PST","-8","07/02/2014 03:51:20","06/02/2014 22:12:00","07/02/2014 03:23:00","311","We have restored S3 bucket creation and bucket modification operations. Between 2:12 PM PST and 7:23 PM PST, customers creating or modifying S3 buckets received an elevated rate of errors. During this time, customers were able to access and add objects to existing buckets normally; only bucket creation and bucket configuration operations were affected. S3 is now operating normally. "
"sa-east-1","ec2","Thu, 13 Feb 2014 12:11:09 PST","PST","-8","13/02/2014 20:11:09","13/02/2014 19:19:00","13/02/2014 20:01:00","42","Between 11:19 AM and 12:01 PM PST, we experienced increased API error rates and latencies in the SA-EAST-1 Region.  The issue has been resolved and the service is operating normally."
,"cloudfront","Thu, 13 Feb 2014 16:34:19 PST","PST","-8","14/02/2014 00:34:19","13/02/2014 23:37:00","13/02/2014 23:45:00","8","Between 3:37 PM and 3:45 PM PST, customers experienced elevated error rates from CloudFront edge locations. The issue has been resolved and the service is operating normally."
"eu-west-1","cloudwatch","Wed, 19 Feb 2014 07:50:27 PST","PST","-8","19/02/2014 15:50:27",,,,"We are investigating increased delays for CloudWatch metrics in the EU-WEST-1 Region. CloudWatch alarms may transition into ""INSUFFICIENT_DATA"" state if set on delayed metrics."
"eu-west-1","cloudwatch","Wed, 19 Feb 2014 08:12:15 PST","PST","-8","19/02/2014 16:12:15","19/02/2014 15:20:00","19/02/2014 16:05:00","45","Between 07:20 AM PST and 08:05 AM PST, customers may have experienced some delayed alarms in the EU-WEST-1 Region. We have resolved the issue. The service is operating normally."
"us-east-1","elb","Fri, 14 Mar 2014 17:30:26 PDT","PDT","-7","15/03/2014 00:30:26",,,,"We are currently investigating increased provisioning and scaling times for load balancers within the US-EAST-1 Region."
"us-east-1","elb","Fri, 14 Mar 2014 18:06:52 PDT","PDT","-7","15/03/2014 01:06:52",,,,"We have identified the issue causing increased provisioning and scaling times for load balancers within the US-EAST-1 Region. We have resolved the issue affecting load balancer provisioning and continue to work on the scaling latencies. Request traffic to existing load balancers has not been impacted by this event."
"us-east-1","elb","Fri, 14 Mar 2014 18:54:52 PDT","PDT","-7","15/03/2014 01:54:52","14/03/2014 23:25:00","15/03/2014 01:25:00","120","Between 4:25 PM PDT and 6:25 PM PDT we experienced increased provisioning, scaling and back-end instance registration times for load balancers within the US-EAST-1 Region. Request traffic to existing load balancers was not impacted by this event. The issue has been resolved and the service is operating normally."
"us-east-1","ses","Tue, 18 Mar 2014 14:11:26 PDT","PDT","-7","18/03/2014 21:11:26",,,,"We are currently investigating elevated latency for the SendEmail and SendRawEmail APIs."
"us-east-1","ses","Tue, 18 Mar 2014 15:13:30 PDT","PDT","-7","18/03/2014 22:13:30","18/03/2014 20:45:00","18/03/2014 21:55:00","70","Between 1:45 PM PDT and 2:55 PM PDT, we experienced elevated latencies in the US-EAST-1 region. The issue has been resolved and the service is now operating normally."
"us-west-2","cloudformation","Tue, 18 Mar 2014 19:23:00 PDT","PDT","-7","19/03/2014 02:23:00",,,,"We are investigating increased latencies for CloudFormation APIs in the US-WEST-2 region."
"us-west-2","cloudformation","Tue, 18 Mar 2014 19:50:55 PDT","PDT","-7","19/03/2014 02:50:55","19/03/2014 01:14:00","19/03/2014 02:25:00","71","Between 6:14 PM PDT and 7:25 PM PDT, customers may have experienced elevated API latencies and stack creation times the US-WEST-2 region. We have resolved the issue and the service is operating normally."
"us-west-2","cloudwatch","Wed, 19 Mar 2014 09:54:51 PDT","PDT","-7","19/03/2014 16:54:51",,,,"We are investigating increased faults and latencies for CloudWatch APIs and metrics in the US-WEST-2 region. CloudWatch alarms may transition into ""INSUFFICIENT DATA"" state if set on delayed metrics."
"us-west-2","cloudwatch","Wed, 19 Mar 2014 10:18:00 PDT","PDT","-7","19/03/2014 17:18:00","19/03/2014 16:24:00","19/03/2014 17:10:00","46","Between 9:24 AM PDT and 10:10 AM PDT, customers may have experienced an elevated fault rate when calling the GetMetricStatistics API in the US-WEST-2 region. Some metrics were delayed, and CloudWatch alarms on delayed metrics transitioned into INSUFFICIENT_DATA state. We have resolved the issue. Delayed metrics are in the process of backfilling in CloudWatch console graphs and for API retrieval. The service is operating normally."
,"mturk-worker","Wed, 19 Mar 2014 23:42:00 PDT","PDT","-7","20/03/2014 06:42:00",,,,"We can confirm increased error rates for Workers while working HITs and continue to work towards resolution."
,"mturk-worker","Wed, 19 Mar 2014 23:53:00 PDT","PDT","-7","20/03/2014 06:53:00",,,,"Some Workers are experiencing increased error rates while working HITs. We continue to work towards resolution."
,"mturk-worker","Thu, 20 Mar 2014 00:07:00 PDT","PDT","-7","20/03/2014 07:07:00",,,,"We can confirm that error rates are decreasing for Workers while working HITs and we continue to work towards resolution."
,"mturk-worker","Thu, 20 Mar 2014 00:15:00 PDT","PDT","-7","20/03/2014 07:15:00",,,,"We can confirm that error rates are decreasing for Workers while working HITs and we continue to work towards resolution."
,"mturk-worker","Thu, 20 Mar 2014 00:22:00 PDT","PDT","-7","20/03/2014 07:22:00","21/03/2014 05:22:00","20/03/2014 07:17:00","-1325","Between 10:22 PM PDT 3/19/14 and 12:17 AM PDT 3/20/14, we experienced increased error rates on the Worker site. The issue has been resolved and the service is now operating normally."
"us-west-1","elb","Thu, 20 Mar 2014 15:19:35 PDT","PDT","-7","20/03/2014 22:19:35",,,,"We are investigating increased error rates and latencies for the ELB APIs in the US-WEST-1 Region."
"us-west-1","elb","Thu, 20 Mar 2014 15:45:35 PDT","PDT","-7","20/03/2014 22:45:35","20/03/2014 22:07:00","20/03/2014 22:20:00","13","Between 3:07 PM and 3:20 PM PDT we experienced increased error rates and latencies for the ELB APIs in the US-WEST-1 Region. Request traffic to existing load balancers was not impacted by this event. The issue has been resolved and the service is operating normally."
"us-east-1","elb","Thu, 20 Mar 2014 20:36:27 PDT","PDT","-7","21/03/2014 03:36:27","21/03/2014 03:45:00","20/03/2014 07:14:00","-1231","<h4>Increased provisioning times</h4>
<div><span class=""yellowfg""> 8:45 PM PDT</span> We are investigating increased provisioning, scaling and back-end instance registration times for load balancers within the US-EAST-1 Region.</div><div><span class=""yellowfg""> 9:43 PM PDT</span> We continue to investigate increased provisioning, scaling and back-end instance registration times for load balancers within the US-EAST-1 Region. We can confirm that request traffic to existing load balancers has not been impacted by this issue.</div><div><span class=""yellowfg"">11:49 PM PDT</span> We have identified the root cause of the increased provisioning times in the US-EAST-1 Region and are working to return the service to normal operation.  We can confirm that request traffic to existing load balancers has not been impacted by this issue.</div><div><span class=""yellowfg"">Mar 21, 12:36 AM PDT</span> Between 7:45 PM PDT on 3/20/14 and 12:14 AM PDT on 3/21/14 we experienced increased provisioning, scaling and back-end instance registration times for load balancers within the US-EAST-1 Region. Request traffic to existing load balancers was not impacted by this event. The issue has been resolved and the service is operating normally.</div>

<h4>Back-end instance registration issue</h4>
<div><span class=""yellowfg""> 02:33 AM PDT</span> We are investigating a back-end instance registration issue affecting a small number of load balancers within the US-EAST-1 Region.</div>
<div><span class=""yellowfg""> 03:09 AM PDT</span> We have identified the root cause of the back-end instance registration issue affecting a small number of load balancers within the US-EAST-1 Region. We have made progress in resolving the issue for some load balancers and continue to work on remaining load balancers.</div>
<div><span class=""yellowfg""> 04:03 AM PDT</span>  We have corrected the back-end instance registration issue for the majority of the affected load balancers within the US-EAST-1 Region, and continue to work on the remaining load balancers.</div>"
"us-east-1","emr","Thu, 20 Mar 2014 20:48:00 PDT","PDT","-7","21/03/2014 03:48:00",,,,"We are currently investigating increased latencies in launching EMR clusters in the US-EAST-1 Region."
"us-east-1","emr","Thu, 20 Mar 2014 21:18:00 PDT","PDT","-7","21/03/2014 04:18:00",,,,"We continue to investigate increased latencies in launching EMR clusters in the US-EAST-1 Region. We can confirm that running EMR clusters have not been impacted by this issue"
"us-east-1","rds","Thu, 20 Mar 2014 21:31:00 PDT","PDT","-7","21/03/2014 04:31:00",,,,"We are investigating increased instance create times in the US-EAST-1 Region. "
"us-east-1","redshift","Thu, 20 Mar 2014 21:59:00 PDT","PDT","-7","21/03/2014 04:59:00",,,,"We are investigating increased instance create times in the US-EAST-1 Region."
"us-east-1","elasticache","Thu, 20 Mar 2014 22:03:00 PDT","PDT","-7","21/03/2014 05:03:00",,,,"We are investigating increased cache node create times in the US-EAST-1 Region."
"us-east-1","rds","Thu, 20 Mar 2014 22:21:27 PDT","PDT","-7","21/03/2014 05:21:27",,,,"We are continuing to investigate increased instance create times in the US-EAST-1 Region. "
"us-east-1","elasticache","Thu, 20 Mar 2014 22:33:00 PDT","PDT","-7","21/03/2014 05:33:00",,,,"We are continuing to investigate increased cache node create times in the US-EAST-1 Region."
"us-east-1","redshift","Thu, 20 Mar 2014 23:04:00 PDT","PDT","-7","21/03/2014 06:04:00",,,,"We continue to investigate increased API error rates and latencies for Amazon Redshift APIs in the US-EAST-1 Region. Existing clusters have not been affected by this issue."
"us-east-1","rds","Thu, 20 Mar 2014 23:05:06 PDT","PDT","-7","21/03/2014 06:05:06",,,,"We are continuing to monitor and resolve delayed instance creation and replacement times in the US-EAST-1 Region"
"us-east-1","elasticache","Thu, 20 Mar 2014 23:10:54 PDT","PDT","-7","21/03/2014 06:10:54",,,,"We are continuing to monitor and resolve delayed cache node creation times in the US-EAST-1 Region"
"us-east-1","emr","Thu, 20 Mar 2014 23:13:00 PDT","PDT","-7","21/03/2014 06:13:00",,,,"We have identified the issue causing increased latencies in launching EMR clusters in the US-EAST-1 Region and are working to return the service to normal operation. We can confirm that running EMR clusters have not been impacted by this issue."
"us-east-1","emr","Fri, 21 Mar 2014 00:28:00 PDT","PDT","-7","21/03/2014 07:28:00","22/03/2014 02:44:00","21/03/2014 07:14:00","-1170","Between 7:44 PM PDT on 3/20/14 and 12:14 AM PDT on 3/21/14 EMR experienced high cluster launch latencies. The issue has been resolved and the service is operating normally. "
"us-east-1","redshift","Fri, 21 Mar 2014 00:30:00 PDT","PDT","-7","21/03/2014 07:30:00","22/03/2014 02:45:00","21/03/2014 07:14:00","-1171","Between 7:45 PM PDT on 3/20/2014 and 12:14 AM PDT on 3/21/2014, we experienced increased error rates and latencies for a subset of Amazon Redshift API calls in the US-EAST-1 Region. The issue has been resolved and the service is operating normally. Existing Amazon Redshift clusters were not affected by this issue."
"us-east-1","rds","Fri, 21 Mar 2014 00:33:37 PDT","PDT","-7","21/03/2014 07:33:37","22/03/2014 02:44:00","21/03/2014 07:17:00","-1167","Between 7:44 PM PDT on 3/20/2014 and 12:17 AM PDT on 3/21/2014 RDS experienced increased latencies for instance launches and replacements in the US-EAST-1 Region. Existing instances were unaffected. The issue has been resolved and the service is operating normally."
"us-east-1","elasticache","Fri, 21 Mar 2014 00:35:22 PDT","PDT","-7","21/03/2014 07:35:22","22/03/2014 02:44:00","21/03/2014 07:17:00","-1167","Between 7:44 PM PDT on 3/20/14 and 12:17 AM PDT on 3/21/14 ElastiCache experienced increased latencies for cache node launches in the US-EAST-1 region. Existing cache nodes were unaffected. The issue has been resolved and the service is operating normally."
"us-east-1","elb","Fri, 21 Mar 2014 04:53:21 PDT","PDT","-7","21/03/2014 11:53:21",,,,"We have resolved the back-end instances registration issue for all affected load balancers within the US-EAST-1 Region. The service is operating normally."
"us-east-1","cloudhsm","Sat, 22 Mar 2014 11:53:00 PDT","PDT","-7","22/03/2014 18:53:00",,,,"We are currently investigating elevated packet loss in a single availability zone in the N. Virginia region. "
"us-east-1","cloudhsm","Sat, 22 Mar 2014 13:00:00 PDT","PDT","-7","22/03/2014 20:00:00",,,,"A number of CloudHSMs in a single availability zone continue to experience elevated packet loss. During this time customers may have intermittent connectivity to their CloudHSMs. Customers using high availability (HA) groups with two or more CloudHSMs in multiple availability zones are not impacted."
"us-east-1","cloudhsm","Sat, 22 Mar 2014 13:53:00 PDT","PDT","-7","22/03/2014 20:53:00",,,,"At this time packet loss levels have returned to normal. We are closely monitoring the situation to ensure that full network connectivity has been restored."
"us-east-1","cloudhsm","Sat, 22 Mar 2014 14:12:00 PDT","PDT","-7","22/03/2014 21:12:00","22/03/2014 17:28:00","22/03/2014 20:36:00","188","Between 10:28 AM PDT and 1:36 PM PDT customers may have experienced intermittent network connectivity to CloudHSMs in a single availability zone. At this time network connectivity has been restored, and the service is operating normally."
,"mturk-requestor","Sat, 29 Mar 2014 19:54:00 PDT","PDT","-7","30/03/2014 03:54:00","30/03/2014 02:10:00","30/03/2014 03:30:00","80","Between 6:10 PM and 7:30 PM PDT, some Requesters experienced increased error rates or delays when funding their Mechanical Turk account. The service is now operating normally."
,"mturk-worker","Sat, 29 Mar 2014 19:58:00 PDT","PDT","-7","30/03/2014 03:58:00","30/03/2014 02:10:00","30/03/2014 03:30:00","80","Between 6:10 PM and 7:30 PM PDT, some Workers experienced increased error rates or delays when withdrawing or transferring from their Mechanical Turk earnings. The service is now operating normally."
